Cliente,valorTotal,qCom,uCom,vProd,vUnCom,xProd,indTot,qCom (2),uCom (2),vProd (2),vUnCom (2),xProd (2),indTot (2),qCom (3),uCom (3),vProd (3),vUnCom (3),xProd (3),indTot (3),qCom (4),uCom (4),vProd (4),vUnCom (4),xProd (4),Scored Labels
1122,42.86,0.428,KG,29.36,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1123,24.87,0.316,KG,21.67,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",,,"",,,"",
1124,41.09,3,UN,10.5,3.5,AGUA,1,0.446,KG,30.59,68.6,BUFFET,,,"",,,"",,,"",,,"",
1125,34.22,2,UN,12,6,CERVEJA,1,0.324,KG,22.22,68.6,BUFFET,,,"",,,"",,,"",,,"",
1126,41.9,0.414,KG,28.4,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1127,35.72,0.324,KG,22.22,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1128,43.27,0.434,KG,29.77,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1129,44.25,3,UN,10.5,3.5,AGUA,1,0.492,KG,33.75,68.6,BUFFET,,,"",,,"",,,"",,,"",
1130,38.74,0.368,KG,25.24,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1131,102.89,6,UN,21,3.5,AGUA,1,1.194,KG,81.9,68.6,BUFFET,,,"",,,"",,,"",,,"",
1132,47.93,0.502,KG,34.43,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1133,44.78,0.456,KG,31.28,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1134,22.19,1,UN,4.5,4.5,LIMONADA,1,0.258,KG,17.69,68.6,BUFFET,,,"",,,"",,,"",,,"",
1135,41.48,0.408,KG,27.98,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1136,36.01,1,UN,3.5,3.5,CAFE EXPRESSO,1,0.474,KG,32.51,68.6,BUFFET,,,"",,,"",,,"",,,"",
1137,39.7,3,UN,13.5,4.5,SUCO,1,0.382,KG,26.2,68.6,BUFFET,,,"",,,"",,,"",,,"",
1138,44.66,3,UN,10.5,3.5,AGUA,1,0.498,KG,34.16,68.6,BUFFET,,,"",,,"",,,"",,,"",
1139,35.17,0.316,KG,21.67,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1140,33.82,3,UN,10.5,3.5,AGUA,1,0.34,KG,23.32,68.6,BUFFET,,,"",,,"",,,"",,,"",
1141,38.6,0.366,KG,25.1,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1142,34.49,0.306,KG,20.99,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1143,42.04,1,UN,9.8,9.8,CERVEJA LATA,1,0.47,KG,32.24,68.6,BUFFET,,,"",,,"",,,"",,,"",
1144,44.11,3,UN,10.5,3.5,AGUA,1,0.49,KG,33.61,68.6,BUFFET,,,"",,,"",,,"",,,"",
1145,45.73,0.47,KG,32.24,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1146,71.71,0.652,KG,44.72,68.6,BUFFET,1,6,UN,27,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1147,36.95,1,UN,6.5,6.5,SUSHI ESPECIAL,1,0.444,KG,30.45,68.6,BUFFET,,,"",,,"",,,"",,,"",
1148,37.25,3,UN,10.5,3.5,AGUA,1,0.39,KG,26.75,68.6,BUFFET,,,"",,,"",,,"",,,"",
1149,34.37,3,UN,10.5,3.5,AGUA,1,0.348,KG,23.87,68.6,BUFFET,,,"",,,"",,,"",,,"",
1150,95.38,1.194,KG,81.9,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1151,69.75,2,UN,2,1,CHA,1,0.988,KG,67.77,68.6,BUFFET,,,"",,,"",,,"",,,"",
1152,39.17,3,UN,10.5,3.5,AGUA,1,0.418,KG,28.67,68.6,BUFFET,,,"",,,"",,,"",,,"",
1153,72.35,0.858,KG,58.85,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1154,92.44,0.954,KG,65.44,68.6,BUFFET,1,6,UN,27,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1155,53.7,3,UN,10.5,3.5,AGUA,1,0.63,KG,43.21,68.6,BUFFET,,,"",,,"",,,"",,,"",
1156,34.78,3,UN,10.5,3.5,AGUA,1,0.354,KG,24.28,68.6,BUFFET,,,"",,,"",,,"",,,"",
1157,122.55,1,UN,15,15,SAKE,1,1.568,KG,107.56,68.6,BUFFET,,,"",,,"",,,"",,,"",
1158,53.55,0.584,KG,40.06,68.6,BUFFET,1,3,UN,13.5,4.5,SUCO,,,"",,,"",,,"",,,"",
1159,82.96,0.82,KG,55.97,68.6,BUFFET,1,6,UN,27,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1160,50.4,0.538,KG,36.9,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1161,64.16,0.87,KG,59.68,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",,,"",,,"",
1162,60.29,3,UN,10.5,3.5,AGUA,1,0.726,KG,49.8,68.6,BUFFET,,,"",,,"",,,"",,,"",
1163,74.42,3,UN,10.5,3.5,AGUA,1,0.932,KG,63.93,68.6,BUFFET,,,"",,,"",,,"",,,"",
1164,89.09,1.102,KG,75.59,68.6,BUFFET,1,3,UN,13.5,4.5,SUCO,,,"",,,"",,,"",,,"",
1165,36.94,1,UN,15,15,URAMAKI,1,0.32,KG,21.95,68.6,BUFFET,,,"",,,"",,,"",,,"",
1166,43.58,1,UN,6,6,CERVEJA LATA,1,0.548,KG,37.59,68.6,BUFFET,,,"",,,"",,,"",,,"",
1167,117.47,4,UN,83.6,20.9,SAKE,1,0.494,KG,33.88,68.6,BUFFET,,,"",,,"",,,"",,,"",
1168,83.7,6,UN,21,3.5,AGUA,1,0.914,KG,62.7,68.6,BUFFET,,,"",,,"",,,"",,,"",
1169,62.76,3,UN,10.5,3.5,AGUA,1,0.762,KG,52.27,68.6,BUFFET,,,"",,,"",,,"",,,"",
1170,50.54,0.54,KG,37.04,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1171,76.74,0.922,KG,63.24,68.6,BUFFET,1,3,UN,13.5,4.5,SUCO,,,"",,,"",,,"",,,"",
1172,46.42,0.48,KG,32.92,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1173,31.46,0.262,KG,17.97,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1174,52.1,2,UN,13,6.5,SUSHI ESPECIAL,1,0.57,KG,39.1,68.6,BUFFET,,,"",,,"",,,"",,,"",
1175,22.02,1,UN,3.5,3.5,AGUA,1,0.27,KG,18.52,68.6,BUFFET,,,"",,,"",,,"",,,"",
1176,28.37,1,UN,4.5,4.5,SUCO,1,0.348,KG,23.87,68.6,BUFFET,,,"",,,"",,,"",,,"",
1177,45.92,0.604,KG,41.43,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1178,68.93,1,UN,3.5,3.5,AGUA,1,0.954,KG,65.44,68.6,BUFFET,,,"",,,"",,,"",,,"",
1179,38.66,0.498,KG,34.16,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1180,24.39,0.29,KG,19.89,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1181,63.48,0.86,KG,58.99,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1182,37.15,0.476,KG,32.65,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1183,46.47,0.612,KG,41.98,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1184,55.66,0.746,KG,51.17,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",,,"",,,"",
1185,54.47,2,UN,7,3.5,AGUA,1,0.692,KG,47.47,68.6,BUFFET,,,"",,,"",,,"",,,"",
1186,39.89,0.516,KG,35.39,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1187,67.29,1,UN,3.5,3.5,AGUA,1,0.93,KG,63.79,68.6,BUFFET,,,"",,,"",,,"",,,"",
1188,63.21,0.856,KG,58.72,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",,,"",,,"",
1189,33.3,1,UN,4.9,4.9,SUCO,1,0.414,KG,28.4,68.6,BUFFET,,,"",,,"",,,"",,,"",
1190,33.95,1,UN,3.5,3.5,AGUA,1,0.444,KG,30.45,68.6,BUFFET,,,"",,,"",,,"",,,"",
1191,74.22,0.95,KG,65.24,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1192,31.52,0.394,KG,27.02,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1193,23.94,1,UN,3.5,3.5,AGUA,1,0.298,KG,20.44,68.6,BUFFET,,,"",,,"",,,"",,,"",
1194,35.09,0.446,KG,30.59,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1195,53.47,1,UN,4.5,4.5,SUCO,1,0.71,KG,48.97,68.6,BUFFET,,,"",,,"",,,"",,,"",
1196,26.86,1,UN,4.5,4.5,SUCO,1,0.326,KG,22.36,68.6,BUFFET,,,"",,,"",,,"",,,"",
1197,41.96,1,UN,4.5,4.5,SUCO,1,0.55,KG,37.46,68.6,BUFFET,,,"",,,"",,,"",,,"",
1198,35.23,0.448,KG,30.73,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1199,48.8,0.646,KG,44.31,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1200,27.34,1,UN,1,1,CHA,1,0.384,KG,26.34,68.6,BUFFET,,,"",,,"",,,"",,,"",
1201,87.87,1.15,KG,78.89,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1202,29.6,0.366,KG,25.1,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",,,"",,,"",
1203,20.95,0.186,KG,12.75,68.6,BUFFET,1,1,UN,8.2,8.2,BULE CHA,,,"",,,"",,,"",,,"",
1204,33.99,0.43,KG,29.49,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1205,49.9,0.662,KG,45.41,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1206,68.93,2,UN,12,6,CERVEJA,1,0.83,KG,56.93,68.6,BUFFET,,,"",,,"",,,"",,,"",
1207,31.21,1,UN,3.5,3.5,AGUA,1,0.404,KG,27.71,68.6,BUFFET,,,"",,,"",,,"",,,"",
1208,68.56,0.934,KG,64.07,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1209,44.28,0.58,KG,39.78,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",,,"",,,"",
1210,40.21,0.514,KG,35.26,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1211,39.65,0.506,KG,34.71,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1212,129.77,1.82,KG,124.85,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1213,117.72,3,UN,18,6,CERVEJA,1,1.454,KG,99.74,68.6,BUFFET,,,"",,,"",,,"",,,"",
1214,23.46,1,UN,3.85,3.85,AGUA,1,0.286,KG,19.61,68.6,BUFFET,,,"",,,"",,,"",,,"",
1215,44.73,0.58,KG,39.78,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1216,40.47,1,UN,3.85,3.85,AGUA,1,0.534,KG,36.63,68.6,BUFFET,,,"",,,"",,,"",,,"",
1217,38.41,1,UN,3.85,3.85,AGUA,1,0.504,KG,34.57,68.6,BUFFET,,,"",,,"",,,"",,,"",
1218,60.91,0.816,KG,55.97,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1219,37.18,0.47,KG,32.24,68.6,BUFFET,1,1,UN,4.95,4.95,CERVEJA,,,"",,,"",,,"",,,"",
1220,68.73,1,UN,3.85,3.85,AGUA,1,0.946,KG,64.89,68.6,BUFFET,,,"",,,"",,,"",,,"",
1221,96.87,1,UN,16,16,SAKE,1,1.18,KG,80.86,68.6,BUFFET,,,"",,,"",,,"",,,"",
1222,41.3,0.53,KG,36.35,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1223,86.57,1,UN,3.85,3.85,AGUA,1,1.206,KG,82.73,68.6,BUFFET,,,"",,,"",,,"",,,"",
1224,44.61,0.604,KG,41.43,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",,,"",,,"",
1225,40.39,1,UN,5,5,CERVEJA,1,0.516,KG,35.39,68.6,BUFFET,,,"",,,"",,,"",,,"",
1226,72.52,2,UN,9,4.5,LIMONADA,1,0.926,KG,63.52,68.6,BUFFET,,,"",,,"",,,"",,,"",
1227,51.03,2,UN,14,7,SUSHI ESPECIAL,1,0.54,KG,37.04,68.6,BUFFET,,,"",,,"",,,"",,,"",
1228,40.06,2,UN,14,7,SUSHI ESPECIAL,1,0.38,KG,26.06,68.6,BUFFET,,,"",,,"",,,"",,,"",
1229,43.91,1,UN,5.5,5.5,SUCO,1,0.56,KG,38.41,68.6,BUFFET,,,"",,,"",,,"",,,"",
1230,40.48,0.518,KG,35.53,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1231,28.93,2,UN,10,5,CERVEJA,1,0.276,KG,18.93,68.6,BUFFET,,,"",,,"",,,"",,,"",
1232,47.47,0.62,KG,42.53,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1233,71.48,1,UN,3.85,3.85,AGUA,1,0.986,KG,67.63,68.6,BUFFET,,,"",,,"",,,"",,,"",
1234,29.64,0.36,KG,24.69,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1235,30.46,0.372,KG,25.51,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1236,59.82,0.8,KG,54.88,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1237,52.28,0.69,KG,47.33,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1238,46.41,1,UN,1,1,CHA,1,0.662,KG,45.41,68.6,BUFFET,,,"",,,"",,,"",,,"",
1239,93.17,1,UN,1,1,CHA,1,1.344,KG,92.19,68.6,BUFFET,,,"",,,"",,,"",,,"",
1240,24.56,0.286,KG,19.61,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1241,40.57,1,UN,4.5,4.5,LIMONADA,1,0.526,KG,36.08,68.6,BUFFET,,,"",,,"",,,"",,,"",
1242,26.9,0.32,KG,21.95,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1243,27.17,0.324,KG,22.22,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1244,25.11,0.294,KG,20.16,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1245,30.88,0.378,KG,25.93,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1246,31.29,0.384,KG,26.34,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1247,59.35,2,UN,7.7,3.85,AGUA,1,0.75,KG,51.65,68.6,BUFFET,,,"",,,"",,,"",,,"",
1248,28.27,0.34,KG,23.32,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1249,31.29,0.384,KG,26.34,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1250,43.77,0.566,KG,38.82,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1251,26.76,0.318,KG,21.81,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1252,34.17,0.426,KG,29.22,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1253,34.85,0.436,KG,29.9,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1254,66.54,0.898,KG,61.6,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1255,36.5,0.46,KG,31.55,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1256,39.79,0.508,KG,34.84,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1257,23.19,0.266,KG,18.24,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1258,29.09,1,UN,5.5,5.5,SUCO,1,0.344,KG,23.59,68.6,BUFFET,,,"",,,"",,,"",,,"",
1259,42.13,0.542,KG,37.18,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1260,27.58,0.33,KG,22.63,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1261,40.89,0.524,KG,35.94,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1262,32.38,1,UN,3.85,3.85,AGUA,1,0.416,KG,28.53,68.6,BUFFET,,,"",,,"",,,"",,,"",
1263,61.19,0.82,KG,56.25,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1264,35.64,1,UN,4.5,4.5,LIMONADA,1,0.454,KG,31.14,68.6,BUFFET,,,"",,,"",,,"",,,"",
1265,72.44,1,UN,3.85,3.85,AGUA,1,1,KG,68.6,68.6,BUFFET,,,"",,,"",,,"",,,"",
1266,25.8,1,UN,5.5,5.5,SUCO,1,0.296,KG,20.3,68.6,BUFFET,,,"",,,"",,,"",,,"",
1267,37.46,0.474,KG,32.51,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1268,39.11,0.498,KG,34.16,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1269,27.99,0.336,KG,23.04,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1270,55.15,1,UN,3.85,3.85,AGUA,1,0.748,KG,51.31,68.6,BUFFET,,,"",,,"",,,"",,,"",
1271,26.72,1,UN,4.5,4.5,LIMONADA,1,0.324,KG,22.22,68.6,BUFFET,,,"",,,"",,,"",,,"",
1272,28.13,1,UN,5.5,5.5,SUCO,1,0.33,KG,22.63,68.6,BUFFET,,,"",,,"",,,"",,,"",
1273,67.09,1,UN,3.85,3.85,AGUA,1,0.922,KG,63.24,68.6,BUFFET,,,"",,,"",,,"",,,"",
1274,27.17,1,UN,3.85,3.85,AGUA,1,0.34,KG,23.32,68.6,BUFFET,,,"",,,"",,,"",,,"",
1275,102.9,1.428,KG,97.96,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1276,38.83,0.494,KG,33.88,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1277,38.96,1,UN,3.85,3.85,AGUA,1,0.512,KG,35.12,68.6,BUFFET,,,"",,,"",,,"",,,"",
1278,50.69,2,UN,2,1,CHA,1,0.71,KG,48.7,68.6,BUFFET,,,"",,,"",,,"",,,"",
1279,33.89,0.422,KG,28.94,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1280,26.24,0.336,KG,23.04,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",,,"",,,"",
1281,31.83,1,UN,3.85,3.85,AGUA,1,0.408,KG,27.98,68.6,BUFFET,,,"",,,"",,,"",,,"",
1282,51.04,1,UN,3.85,3.85,AGUA,1,0.688,KG,47.19,68.6,BUFFET,,,"",,,"",,,"",,,"",
1283,47.06,0.614,KG,42.12,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1284,22.92,1,UN,3.85,3.85,AGUA,1,0.278,KG,19.07,68.6,BUFFET,,,"",,,"",,,"",,,"",
1285,35.12,0.44,KG,30.18,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1286,31.97,0.394,KG,27.02,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1287,54.95,0.73,KG,50,68.6,BUFFET,1,1,UN,4.95,4.95,CERVEJA,,,"",,,"",,,"",,,"",
1288,31.29,1,UN,3.85,3.85,AGUA,1,0.4,KG,27.44,68.6,BUFFET,,,"",,,"",,,"",,,"",
1289,57.36,0.764,KG,52.41,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1290,71.08,0.892,KG,61.19,68.6,BUFFET,1,2,UN,9.9,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1291,79.86,1.02,KG,69.97,68.6,BUFFET,1,2,UN,9.9,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1292,70.65,0.958,KG,65.71,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1293,21.96,0.248,KG,17.01,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1294,71.61,0.972,KG,66.67,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1295,98.23,1,UN,3.85,3.85,AGUA,1,1.376,KG,94.39,68.6,BUFFET,,,"",,,"",,,"",,,"",
1296,52.82,0.698,KG,47.88,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1297,43.77,1,UN,3.85,3.85,AGUA,1,0.582,KG,39.92,68.6,BUFFET,,,"",,,"",,,"",,,"",
1298,61.88,1,UN,3.85,3.85,AGUA,1,0.846,KG,58.03,68.6,BUFFET,,,"",,,"",,,"",,,"",
1299,36.64,1,UN,5.5,5.5,LIMONADA,1,0.454,KG,31.14,68.6,BUFFET,,,"",,,"",,,"",,,"",
1300,46.25,2,UN,11,5.5,SUCO,1,0.514,KG,35.26,68.6,BUFFET,,,"",,,"",,,"",,,"",
1301,51.17,0.674,KG,46.23,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1302,32.1,0.396,KG,27.16,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1303,75.57,0.956,KG,65.58,68.6,BUFFET,1,2,UN,10,5,SUCO,,,"",,,"",,,"",,,"",
1304,94.13,1.228,KG,84.24,68.6,BUFFET,1,2,UN,9.9,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1305,67.64,0.914,KG,62.7,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1306,42.26,1,UN,3.85,3.85,AGUA,1,0.56,KG,38.41,68.6,BUFFET,,,"",,,"",,,"",,,"",
1307,32.8,0.406,KG,27.85,68.6,BUFFET,1,1,UN,4.95,4.95,REFRIGERANTE,,,"",,,"",,,"",,,"",
1308,32.37,0.472,KG,32.37,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1309,37.04,0.54,KG,37.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1310,30.59,0.446,KG,30.59,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1311,23.46,0.342,KG,23.46,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1312,22.22,0.324,KG,22.22,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1313,27.16,0.396,KG,27.16,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1314,22.5,0.328,KG,22.5,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1315,14.26,0.208,KG,14.26,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1316,27.98,0.408,KG,27.98,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1317,25.38,0.37,KG,25.38,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1318,16.46,0.24,KG,16.46,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1319,32.1,0.468,KG,32.1,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1320,20.58,0.3,KG,20.58,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1321,32.51,0.474,KG,32.51,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1322,30.87,0.45,KG,30.87,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1323,20.71,0.302,KG,20.71,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1324,55.7,0.812,KG,55.7,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1325,24.83,0.362,KG,24.83,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1326,13.44,0.196,KG,13.44,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1327,24.42,0.356,KG,24.42,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1328,13.17,0.192,KG,13.17,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1329,19.61,0.286,KG,19.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1330,22.36,0.326,KG,22.36,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1331,39.51,0.576,KG,39.51,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
